Title	Content	Publish Date	Sentiment
Taylor Swift Sets Grammy Awards Record With ‘Anti-Hero’ Nomination	"Taylor Swifts done it again.
The Midnights singer has set a new Grammy record for the most nominations for any person in the Song of the Year category.
Swifts hit single Anti-Hero was shortlisted f… [+2321 chars]"	2023-11-10T22:14:39Z	
Taylor Swift named the Apple Music Artist of the Year: ‘2023 (Taylor’s Version)’	"Apple has named Taylor Swift the Apple Music Artist of the Year for 2023. “Across the charts, streams, and concert stadiums filled with screaming, bracelet-wearing super fans, Swift undeniably reache… [+2480 chars]"	2023-11-08T16:14:01Z	
"Taylor Swift defeats Taylor Swift, also everybody else, with sales for 1989 (Taylor's Version)"	"Taylor Swift has now officially beaten pretty much the only person on the planet giving her a real fight for pop music dominance at the moment: Herself. This is per Deadline, reporting on the first s… [+1545 chars]"	2023-11-05T22:41:00Z	
"Boygenius, Olivia Rodrigo, and Miley Cyrus Nominated for Record of the Year at 2024 Grammys"	"The 2024 Grammys are approaching, and Boygenius, Olivia Rodrigo, and Miley Cyrus have all received nominations for Record of the Year. SZA, Taylor Swift, Billie Eilish, Victoria Monét, and Jon Batist… [+1074 chars]"	2023-11-10T16:15:49Z	
Apple Music celebrates Taylor Swift as the Artist of the Year for 2023	"Taylor Swift has been named Apple Music's 2023 Artist of the Year, setting record-breaking milestones and receiving the prestigious Apple Music Award.
Throughout the year, Swift achieved remarkable … [+2432 chars]"	2023-11-08T16:30:29Z	
"Billie Eilish, Dua Lipa, and SZA Nominated for Song of the Year at 2024 Grammys"	"The 2024 Grammy Award nominations were announced today, and Billie Eilish, Dua Lipa, SZA, and Taylor Swift are all up for Song of the Year. Olivia Rodrigo, Lana Del Rey, Jon Batiste, and Miley Cyrus … [+991 chars]"	2023-11-10T16:09:55Z	
Nvidia boss Jensen Huang joked that Jackie Chan should play him in a movie	"Jensen Huang, co-founder and CEO of Nvidia, speaks during the Hon Hai Tech Day in Taipei on October 18, 2023.I-HWA CHENG/AFP via Getty Image
<ul><li>Nvidia CEO Jensen Huang already has an actor in m… [+1854 chars]"	2023-11-06T06:03:33Z	
Taylor Swift Tops ‘Canceled’ 2023 MTV EMA Awards	"Taylor Swift would have been the big winner of the night, had the 2023 MTV EMAs gone forward as planned on Nov. 5. Just two weeks before the show was to take place in Paris, MTV canceled the awards, … [+5481 chars]"	2023-11-06T09:32:12Z	
Taylor Swift Lands Biggest Sales Week of Her Career With 1989 (Taylor’s Version)	"Taylor Swift, who has had 13 albums debut at No. 1 since 2008s Fearless, once again has the No. 1 album in America with the release of 1989 (Taylors Version). Its also her biggest sales week ever, wi… [+648 chars]"	2023-11-05T20:32:46Z	
"Grammy Nominations 2024: Taylor Swift, SZA, Phoebe Bridgers, and Victoria Monét Lead Nominees"	"The nominees for the 2024 Grammy Awards have been announced. SZA landed the most nominations this year with nine total. Shes followed by Victoria Monét and producer Serban Ghenea, who each have seven… [+2188 chars]"	2023-11-10T16:19:51Z	
"Taylor Swift Money Jar Goes Viral, Husband Makes Wife Pay For Taylor Talk"	"A husband's going viral for putting a Taylor Swift tip jar in his house, and making his wife pay up for every mention of the pop star OR her boyfriend, Travis Kelce!
Maryland resident Dana Rice shar… [+1150 chars]"	2023-11-09T15:10:58Z	
Taylor Swift Debuts On Brittany Mahomes' Instagram W/ Boozy Photo	Taylor Swiftand Brittany Mahomes' friendship is Instagram official ... 'cause the wife of the Chiefs superstar QB finally shared a personal pic from their weekend in NYC where the singer spent some q… [+1421 chars]	2023-11-07T22:17:26Z	
Of course Jack Antonoff is thrilled with the state of the music industry	"Its easy to evangelize about how great the system is when you hold all of its gears in your pocket. Such is the case for ubiquitous producer and collector of pop stars Jack Antonoff, who, in addition… [+2499 chars]"	2023-11-07T18:14:00Z	
Taylor Swift Takes 8 of the Top 10 on the Hot 100	"Taylor Swift‘s 1989 (Taylor’s Version) opened with one of the most dominant weeks on the charts in years, as the album takes seven of the top 10 slots on Billboard’s Hot 100, the publication announce… [+2490 chars]"	2023-11-06T19:25:49Z	
"The biggest snubs and surprises from the 2024 Grammy nominations: Love for Lana Del Rey, less for Drake and country music"	"As weve already noted, when it comes to the Billboard charts, 2023 was the year for country music. Curiously, though, thats not reflected in the major categories at all. Even more surprising is that … [+582 chars]"	2023-11-10T15:11:00Z	
Report: Travis Kelce to Visit Taylor Swift in Argentina amid Chiefs' Bye Week	"Ralf Ibing - firo sportphoto/Getty Images
Travis Kelce is reportedly traveling to Argentina during the Kansas City Chiefs' bye week, and for good reason.
Kelce will be traveling to the South Americ… [+1394 chars]"	2023-11-09T14:48:14Z	
"Alvvays, Ice Spice, Neutral Milk Hotel, Troye Sivan Among First Time Grammy Nominees"	"With Grammy mainstays like Taylor Swift, SZA, Miley Cyrus, Jon Batiste, Billie Eilish, and Olivia Rodrigo all over this year’s nominations, it can feel like same old, same old. But there are quite a … [+1511 chars]"	2023-11-10T17:23:47Z	
"Taylor Swift, SZA, and Lana Del Rey Nominated for Album of the Year at the 2024 Grammys"	"The nominees for the 2024 Grammy Award for Album of the Year have all been revealed. Taylor Swifts Midnights will compete against SZAs highly-anticipated LP SOS, Lana Del Reys latest Did You Know Tha… [+1747 chars]"	2023-11-10T16:16:29Z	
"Album Of The Year Grammy Nominees Include boygenius, Lana Del Rey, Olivia Rodrigo, Taylor Swift"	"This year’s Grammy nominations are coming out this morning, and we now know who will compete for the year’s biggest prize. Eight albums have been nominated in the Album Of The Year category, and most… [+2231 chars]"	2023-11-10T16:40:53Z	
Campaign fundraisers are hitting high notes at Taylor Swift and Beyoncé concerts	"The concerts, however, do not appear to be raking in the cash for lawmakers.
Rep. Eric Swalwell (D-Calif.) rented a suite at Swifts second Las Vegas show for a March fundraiser that he estimated net… [+5234 chars]"	2023-11-08T10:00:00Z	
Our predictions for the 2024 Grammy Award nominations	"Coming up with a list of nominations for the Grammy nominating committee is a herculean task, and the results are always a bit inscrutable. Distilling a years worth of music down into a list of ten s… [+2952 chars]"	2023-11-08T19:37:00Z	
‘1989 (Taylor’s Version)’ Outsells Original Album for Debut Week	"1989 (Taylor’s Version) debuted atop the Billboard 200 Albums chart, the publication announced on Sunday, marking Swift’s third album to top the album chart this year. 
Coming in second this week wa… [+4222 chars]"	2023-11-05T20:53:17Z	
"Ice Spice, Victoria Monét, and Fred Again.. Nominated for Best New Artist at the 2024 Grammys"	"Ice Spice, Victoria Monét, and Fred Again.. are among the nominees for Best New Artist at the 2024 Grammy Awards. Theyre nominated alongside Jelly Roll, Noah Kahan, Coco Jones, Gracie Abrams, and the… [+673 chars]"	2023-11-10T16:10:25Z	
"Voters to decide KY governor, OH abortion rights and VA legislative control... Developing..."	"FILE - Taylor Swift performs during The Eras Tour in Nashville, Tenn., on May 5, 2023. Swift is releasing her Taylor Swift: The Eras Tour concert film on Oct. 13. (AP Photo/George Walker IV, File)
T… [+873 chars]"	2023-11-07T17:07:37Z	
15 best hotels closest to SoFi Stadium for a convenient and comfortable stay	"It's not only occasional Taylor Swift concerts or regular season NFL games for the Los Angeles Chargers and the Los Angeles Rams that take over the shiny new SoFi Stadium in Inglewood, a Los Angeles … [+23643 chars]"	2023-11-10T15:30:10Z	
SZA leads the 2024 Grammy nominations as women outpace men in the leading categories	Killing her ex? Thats a bad idea. Writing Kill Bill and releasing her critically acclaimed sophomore album SOS earlier this year? That was a great one. SZA is the lead contender for the 66th Grammy A… [+4263 chars]	2023-11-10T19:12:42Z	
‘Dancing With The Stars’ Announces First Taylor Swift Night	"MEXICO CITY, MEXICO - AUGUST 24: EDITORIAL USE ONLY. NO BOOK COVERS. Taylor Swift performs onstage ... [+] during the ""Taylor Swift | The Eras Tour"" at Foro Sol on August 24, 2023 in Mexico City, Mex… [+2968 chars]"	2023-11-06T14:09:58Z	
Taylor Swift and BTS superfans are rallying against Argentina’s far right	"Argentinas presidential election will see a runoff on Nov. 19, between the center-left economy minister, Sergio Massa, and anti-establishment newcomer Javier Milei.
Milei, a self-proclaimed anarcho-… [+2232 chars]"	2023-11-07T18:16:46Z	
Watch Taylor Swift Play “The Very First Night” And “Labyrinth” Live For The First Time In Buenos Aires	"Taylor Swift’s Eras Tour has gone worldwide. Tonight, she kicked off the international leg of her tour in Buenos Aires, Argentina at the Estadio Monumental, where fans have been camping out since Jun… [+607 chars]"	2023-11-10T04:53:44Z	
The Psychology Behind Taylor Swift's Popularity	"Taylor Swift is at the top of her game. Almost 20 years since her first album was released, she has shown no sign of stopping. Arguably, she also has one of the largest fanbases in the world, althoug… [+1491 chars]"	2023-11-10T15:53:29Z	
"Taylor Swift’s 1989 (Taylor’s Version) Debuts At #1, Most First-Week Sales For An Album Since 2015"	"Taylor Swift’s 1989 (Taylor’s Version) debuted at #1 on the Billboard 200 chart this week with 1.653 million equivalent album units in the US. As Billboard reports, that’s the largest sales week for … [+1597 chars]"	2023-11-05T20:51:07Z	
Watch Beyoncé’s Trailer For The Renaissance Concert Film	"Taylor Swift’s Eras Tour concert film opened in theaters about a month ago, and today, it’s earned about $231 million at the global box office. Right now, it’s the 12th-highest-grossing movie of the … [+1233 chars]"	2023-11-09T14:58:12Z	
"Taylor Swift’s ‘1989 (Taylor’s Version)’ Has A Big, Big, Really Big Sales Debut"	"Taylor Swift just had a week where the biggest news wasn’t Travis Kelce. 
Continuing to add to her billion-dollar empire, Taylor Swift’s 1989 (Taylor’s Version) bowed this week at #1 on the Billboar… [+1085 chars]"	2023-11-05T21:04:08Z	
Here are your 2024 Grammy nominees	"Get ready Swifties, Barbie stans, and everyone in between. Musics biggest night is coming up fast, and it looks like its going to be a tough competition between some of the biggest hits of the summer… [+11389 chars]"	2023-11-10T16:51:00Z	
Gannett hired a Taylor Swift writer. Now what?	"I have to admit, the first quote I saw from the new Taylor Swift beat writer for Gannett made me roll my eyes and shake my head.
Bryan West, the man who just landed what might be the most fun job in… [+12992 chars]"	2023-11-07T12:30:20Z	
"In Physical Pain? Listening To Your Favorite Music Could Help, Study Says"	"Cranking up your preferred tunes reduces pain intensity, researchers found. 
getty
Its long been established that music can help ease physical pain, and in some cases even reduce the need for pain … [+3306 chars]"	2023-11-06T19:00:05Z	
"AMC Entertainment Will Lean Into Concert Films After ‘Eras Tour’ Success; “Our Phone Has Been Ringing Off The Hook,” Says CEO"	"Theater chain AMC will make a handsome profit from distributing Taylor Swift: The Eras Tourand from its box office grosses, which passed $232 million globally, said CEO Adam Aron. He declined to give… [+1773 chars]"	2023-11-09T00:01:45Z	
The Marvels just might be the MCU’s first huge box office disaster	"Until now, “superhero fatigue” was a convenient phrase to explain away multiple DCEU bombs, any Sony superhero movie not starring Tom Holland, or the odd random reboot like David Harbour’s woeful Hel… [+2659 chars]"	2023-11-06T15:30:05Z	
Taylor Swift Postpones Buenos Aires Concert As “Truly Chaotic” Weather Hits City	"Taylor Swift has postponed tonight’s Eras Tour concert in Buenos Aires due to what she called “truly chaotic” weather, a description that might also apply to the media frenzy with the arrival in Arge… [+1244 chars]"	2023-11-10T21:48:52Z	
Taylor Swift Reputation Stadium Tour Streaming: Watch & Stream Online via Netflix	"Taylor Swift Reputation Stadium Tour is a documentary movie that covers the fifty-three concerts that took place as part of the pop stars Reputation Tour. It is directed by Paul Dugdale, produced by … [+3353 chars]"	2023-11-06T10:16:46Z	
Taylor Swift Was Out Enjoying New York City With Her Ladies	"I HOPE Taylor Swift is enjoying her life right now, because it IS her life. I hope, if she and Travis Kelce are dating for real, that they are indeed getting a kick out of the media eating out of the… [+629 chars]"	2023-11-06T20:05:39Z	
Did ‘1989 (Taylor’s Version)’ Cap Off the Most Dominant Month of Taylor Swift’s Career?	"The Year of Taylor just keeps rolling: on this weeks Billboard chart, Taylor Swift reigns with the biggest sales week of her career, as well as a new Hot 100 chart-topper replacing a different Swift … [+292 chars]"	2023-11-07T20:38:11Z	
Taylor Swift & Magic Johnson’s Financial Playbook: Compounding Wealth Like Billionaires	"Taylor Swift was recently named a newly-minted billionaire by Forbes, with an estimated worth of $1.1 billion. The 33-year-old's ""Eras"" tour has become a financial phenomenon, earning $780 million fr… [+2713 chars]"	2023-11-06T18:42:48Z	
"Taylor Swift, SZA And Jon Batiste: These Are The Album Of The Year Grammy Nominees"	"LOS ANGELES - MARCH 14: Taylor Swift wins the award for Album of the Year at THE 63rd ANNUAL GRAMMY® ... [+] AWARDS, broadcast live from the STAPLES Center in Los Angeles, Sunday, March 14, 2021 (8:0… [+6955 chars]"	2023-11-10T16:16:26Z	
Taylor Swift Claims Half Of All The Top 40 Songs In America This Week	"NASHVILLE, TENNESSEE - SEPTEMBER 20: NSAI Songwriter-Artist of the Decade honoree, Taylor Swift ... [+] attends NSAI 2022 Nashville Songwriter Awards at Ryman Auditorium on September 20, 2022 in Nash… [+2760 chars]"	2023-11-07T19:00:00Z	
"2024 Grammy Predictions: Taylor Swift, SZA And ‘Barbie’ For Album Of The Year"	"LOS ANGELES, CALIFORNIA - FEBRUARY 05: Taylor Swift attends the 65th GRAMMY Awards on February 05, ... [+] 2023 in Los Angeles, California. (Photo by John Shearer/Getty Images for The Recording Acade… [+2690 chars]"	2023-11-09T15:00:00Z	
Taylor Swift Claims The Three Bestselling Albums In America In 2023	"CINCINNATI, OHIO - JUNE 30: EDITORIAL USE ONLY Taylor Swift performs onstage during ""Taylor Swift | ... [+] The Eras Tour "" at Paycor Stadium on June 30, 2023 in Cincinnati, Ohio. (Photo by Taylor Hi… [+2283 chars]"	2023-11-05T14:00:00Z	
How ‘The Marvels’ Can Benefit From ‘Taylor Swift: The Eras Tour’ Boost	"Swifties continue to help prop up the 2023 box office, as Taylor Swift: The Eras Tour tops $230 million, taking the #2 spot at the weekend box office with $13.6 million. And the worldwide popularity … [+6635 chars]"	2023-11-08T21:47:51Z	
Taylor Swift Breaks The Record For The Most Song Of The Year Grammy Nominations	"NEWARK, NEW JERSEY - AUGUST 26: Taylor Swift attends the 2019 MTV Video Music Awards at Prudential ... [+] Center on August 26, 2019 in Newark, New Jersey. (Photo by Jamie McCarthy/Getty Images for M… [+2462 chars]"	2023-11-10T16:10:23Z	
Taylor Swift Ties The Record For The Most Album Of The Year Grammy Noms Among Women	"TOPSHOT - Taylor Swift poses in the press room at the The 58th GRAMMY Awards at Staples Center on ... [+] February 15, 2016 in Los Angeles, California. AFP PHOTO/MARK RALSTON / AFP PHOTO / MARK RALST… [+1781 chars]"	2023-11-10T16:16:03Z	
"Diane Warren Touts Cool ’80 For Brady’ Cast, Singers & Taylor Swift – Sound & Screen Film"	"Diane Warren lined up an all-star girl group including Debbie Harry, Dolly Parton, Belinda Carlisle, Cyndi Lauper and Gloria Estefan to sing “Gonna Be You,” from the film 80 for Brady.
“I love great… [+1644 chars]"	2023-11-10T19:41:56Z	
Reaction to Gannett’s high-profile reporter hire has been … swift	"In Tuesdays edition of the Poynter Report, I wrote about Gannett’s much-anticipated hire of a reporter to cover music icon Taylor Swift. The reporter is Bryan West, a 35-year-old former TV producer. … [+1923 chars]"	2023-11-08T12:29:23Z	
Taylor Swift Ties Whitney Houston With Her Latest No. 1 Single	"NASHVILLE, TENNESSEE - SEPTEMBER 20: NSAI Songwriter-Artist of the Decade honoree, Taylor Swift ... [+] performs onstage during NSAI 2022 Nashville Songwriter Awards at Ryman Auditorium on September … [+2022 chars]"	2023-11-07T13:00:00Z	
Why Is This Engineer/Mixer Among the Top 2024 Grammy Nominees?	"What do Usher’s Confessions, La Roux’s “In For the Kill,” and Taylor Swift‘s Folklore have in common? They were all mixed by 45-time Grammy-nominated Serban Ghenea. 
You may not have noticed, but th… [+1527 chars]"	2023-11-10T17:20:17Z	
‘Mean Girls’ Trailer: First Look At The Movie Musical Starring Reneé Rapp That Hits Theaters In January	"Audiences at the Taylor Swift concert film already got a glimpse of a teaser for the new Mean Girls movie musical, and now Paramount is giving everyone else a chance: The studio released the first of… [+1195 chars]"	2023-11-08T14:56:12Z	
Taylor Swift Ties Bad Bunny As She Claims The No. 1 Song In The World	"LOS ANGELES, CALIFORNIA - OCTOBER 11: Taylor Swift attends ""Taylor Swift: The Eras Tour"" Concert ... [+] Movie World Premiere at AMC The Grove 14 on October 11, 2023 in Los Angeles, California. (Phot… [+1804 chars]"	2023-11-09T13:00:00Z	
Taylor Swift Breaks Her Hot 100 Tie With And BTS Ariana Grande	"NASHVILLE, TENNESSEE - MAY 06: EDITORIAL USE ONLY Taylor Swift performs onstage during night two of ... [+] Taylor Swift | The Eras Tour at Nissan Stadium on May 06, 2023 in Nashville, Tennessee. (Ph… [+2120 chars]"	2023-11-08T17:00:44Z	
Taylor Swift Matches One Of Michael Jackson’s Most Impressive Billboard Chart Records	"MEXICO CITY, MEXICO - AUGUST 24: EDITORIAL USE ONLY. Taylor Swift performs onstage during the ... [+] ""Taylor Swift | The Eras Tour"" at Foro Sol on August 24, 2023 in Mexico City, Mexico. (Photo by H… [+2536 chars]"	2023-11-08T13:00:00Z	
Taylor Swift Further Proves She Can Sell An Album Like No Musician In History	"GLENDALE, ARIZONA - MARCH 18: Editorial use only and no commercial use at any time. No use on ... [+] publication covers is permitted after August 9, 2023. Taylor Swift performs onstage during ""Taylo… [+2683 chars]"	2023-11-06T15:00:00Z	
"2024 Grammy Predictions: Miley Cyrus, Morgan Wallen And Doja Cat For Record Of The Year"	"MILEYS NEW YEARS EVE PARTY Pictured: Miley Cyrus (Photo by: Vijat Mohindra/NBC via Getty Images)
Vijat Mohindra/NBC via Getty Images
For some, Record of the Year is the top prize at the Grammys. Th… [+2358 chars]"	2023-11-07T15:00:00Z	
Can Jung Kook Beat Taylor Swift To No. 1 On Next Week’s Billboard Charts?	"Jung Kook (Big Hit Music)
Big Hit Music
This week, Taylor Swift reigns supreme on the Billboard 200 chart with her colossal new album, 1989 (Taylors Version). The album claims the top spot on the r… [+2109 chars]"	2023-11-09T19:00:49Z	
"MTV EMAs 2023 Winners: Taylor Swift, Jung Kook and More"	"At teatime, everybody agreesthat Taylor Swift is the top winner at the 2023 MTV EMAs.
While the originally scheduled Nov. 6 ceremony in Paris was ultimately canceled, the network still marked the oc… [+1169 chars]"	2023-11-06T18:01:05Z	
"Rufus Wainwright on Taylor Swift, Opera, and 20 Years of Want"	"Listen via Apple Podcasts | Spotify | Google Podcasts | Amazon Podcasts | Pocket Casts | Radio Public | RSS
Rufus Wainwright joins Kyle Meredith for a live taping of Kyle Meredith With… to talk abou… [+1400 chars]"	2023-11-10T17:26:16Z	
Taylor Swift Takes A Large Bite Out Of 2023: Named Apple Music's Artist Of The Year	"Taylor Swift was named Apple Music's Artist of the Year, solidifying her status as a global music phenomenon.Throughout the year, Swift achieved unprecedented success with 65 of her songs dominating … [+300 chars]"	2023-11-09T22:34:33Z	
Is Taylor Swift’s ‘Eras Tour’ Concert Movie Coming To Streaming Soon?	"TOPSHOT - US singer Taylor Swift arrives for the ""Taylor Swift: The Eras Tour"" concert movie world ... [+] premiere at AMC The Grove in Los Angeles, California on October 11, 2023. (Photo by VALERIE … [+3155 chars]"	2023-11-08T18:20:00Z	
Taylor Swift Charts Yet Another No. 1 Hit With ‘Is It Over Now?’	"GLENDALE, ARIZONA - MARCH 17: Editorial use only and no commercial use at any time. No use on ... [+] publication covers is permitted after August 9, 2023. Taylor Swift performs onstage for the openi… [+2613 chars]"	2023-11-06T19:09:57Z	
Taylor Swift Scores The Biggest Debut Of The Year With ‘1989 (Taylor’s Version)’	Taylor Swift is back at No. 1 on the Billboard 200 with 1989 (Taylor's Version). The re-recorded take of her pop blockbuster 1989 debuts in first place on the ranking of the top-consumed albums in th… [+254 chars]	2023-11-05T20:32:06Z	
Travis Kelce reportedly will travel to Argentina to visit Taylor Swift	"Travis Kelce hinted Wednesday that his bye-week plans might include a visit to Taylor Swift.Speaking with his brother, Jason, on their New Heights podcast, Kelce said he might go somewhere ""closer to… [+293 chars]"	2023-11-09T16:10:07Z	
Why Do Swifties Think Taylor Swift Wrote the 'Argylle' Novel?	"Our Flag Means Death Season 2 | Official Trailer | Maxwww.youtube.com
Editor's note: this conversation has been edited for length and clarity.
No Film School: You're coming right off of Rings of Po… [+7776 chars]"	2023-11-09T18:20:02Z	
When Is Taylor Swift: The Eras Tour Movie Leaving Theaters & Cinemas?	"Hitting the theaters on October 13, 2023, theTaylor Swift: The Eras Tour movie has performed extremely well at the domestic and worldwide box office. But, soaring past its fourth weekend, many fans a… [+1889 chars]"	2023-11-07T16:41:55Z	
Travis Kelce's girlfriend is named the Apple Music Artist of the Year for 2023	"Enjoy the hottest mobile tech storylines, delivered straight to your inbox."	2023-11-09T01:48:06Z	
24 Gifts for the Friend Who’s in Their Taylor Swift Era	"At this point, it’s undeniable: 2023 was the year of Taylor Swift. Between a record-breaking world tour, two album re-releases, and a sports romance that basically broke the internet, it was impossib… [+3530 chars]"	2023-11-09T18:19:39Z	
NFL 2023 Midseason Report Reveals Jump In Overall Betting With Taylor Swift Effect In Full Force	"The Philadelphia Eagles &amp; Kansas City Chiefs are midseason favorites to win Super Bowl LVIII on Feb. ... [+] 11, 2024 in Las Vegas after the two teams played in last season's Super Bowl. (AP Phot… [+4253 chars]"	2023-11-08T20:41:55Z	
"‘The Buccaneers’ Director Susanna White Talks ‘Bridgerton’ Comparisons & Taylor Swift, Reveals Feature Developed For BFI About Her Teen Years"	EXCLUSIVE: Veteran British director Susanna White has revealed she’s working on debut feature film based on her teenage life in the fashion world as she gears up for today’s launch of Apple TV+ perio… [+6126 chars]	2023-11-08T09:00:00Z	
Taylor Swift's Night Out With Selena Gomez & More Hits Different	"Welcome to girls' night, it's been waitin' for you.
Taylor Swift was joined by Selena Gomez, Sophie Turner, Gigi Hadid, Cara Delevigne and Brittany Mahomes for dinner at Bond St in New York City on … [+811 chars]"	2023-11-05T18:11:30Z	
Taylor Swift Proves She's Travis Kelce's No. 1 Fan Amid NFL Milestone	"'Cause the (football) players gonna play, play, play, play, play.
And Taylor Swift is gonna celebrate Travis Kelce's big achievement. One week after the Kansas City Chiefs lost to the Denver Broncos… [+765 chars]"	2023-11-06T13:39:09Z	
Why Travis Kelce Was MIA From Taylor Swift’s Argentina Eras Tour Stop	"They were jet set like Bonnie and Clyde...
But not quite yet. After Travis Kelcehinted that he might be joining girlfriend Taylor Swift in Argentina for her Eras World Tour stops, Swifties everywher… [+829 chars]"	2023-11-10T13:20:24Z	
Why Taylor Swift Sends Kelly Clarkson Flowers After Every Re-Recording	"Now this gesture is so gorgeous.
Kelly Clarkson recently revealed the sweet gift she received from Taylor Swiftand fans won't be able to shake it off.
""You know what's so funny? She just sent me fl… [+1116 chars]"	2023-11-09T20:24:58Z	
Travis Kelce’s Plans to Cheer on Taylor Swift at Eras Tour Revealed	"Travis Kelcecheering on Taylor Swift never goes out of style.
And the tight end is officially continuing their love story in South America, as he's headed to Argentina to support the pop star during… [+792 chars]"	2023-11-09T03:56:03Z	
Is Travis Kelce Traveling to See Taylor Swift's Tour? He Says...	"Travis Kelce is keeping this play close to his chest.
The Kansas City Chiefs player teased his plans to see Taylor Swift kick off the South American leg of her Eras Tourbut isn't confirming his game… [+818 chars]"	2023-11-08T21:26:14Z	
Taylor Swift is Apple Music 2023 Artist of the Year	"Apple Music has crowned Taylor Swift as Artist of the Year for 2023, a testament to her unwavering popularity and the sheer volume of her streaming success. With a record-setting 65 songs on Apple Mu… [+1679 chars]"	2023-11-09T04:39:43Z	
Taylor Swift’s New Album Would Have Gone To No. 1 Based On CD Sales Alone	"KANSAS CITY, MISSOURI - JULY 07: EDITORIAL USE ONLY. NO BOOK COVERS. Taylor Swift performs onstage ... [+] for night one of Taylor Swift | The Eras Tour at GEHA Field at Arrowhead Stadium on July 07,… [+2289 chars]"	2023-11-09T17:00:40Z	
The 2024 Grammy Nominations Are Here	"The 2024 Grammynominations will be announced today, Nov. 10, via livestream starting at 10:45 a.m. ET. The show will air on YouTube, as well as the Grammy website.
A number of big-name presenters ha… [+1464 chars]"	2023-11-10T15:16:46Z	
Taylor Swift Scores The Biggest Debut Of The Year With ‘1989 (Taylor’s Version)’	"SHANGHAI, CHINA - NOVEMBER 10: Taylor Swift performs live on stage during the 1989 World Tour Live ... [+] at Mercedes-Benz Arena on November 10, 2015 in Shanghai, China. (Photo by Hugo Hu/LP5/Getty … [+2125 chars]"	2023-11-05T20:17:47Z	
Taylor Swift Notches 13th No. 1 Album with 1989 (Taylor’s Version)	"Taylor Swift’s latest full-length re-recording, 1989 (Taylor’s Version), has debuted atop the Billboard 200, marking her second No. 1 debut in 2023 and 13th album all-time to claim the top spot.
Acc… [+1449 chars]"	2023-11-05T20:11:04Z	
Grammys 2024 Nominations Revealed (Live Updates)	"Nominees for the 2024 Grammy Awards will be revealed today, Friday, November 10th, beginning at 10:45 a.m. ET / 7:45 a.m. PT.
The list of nominees will be published on Consequence as they are reveal… [+1505 chars]"	2023-11-10T14:00:23Z	
"Fact Check: Taylor Swift Said She's ""In Love"" With Travis Kelce, as Videos Claim?"	"In October 2023, videos surfaced on social media alleging that Taylor Swift had publicly confirmed she's dating Kansas City Chiefs tight end Travis Kelce — supposedly saying, ""I'm in love with him"" —… [+2712 chars]"	2023-11-09T20:39:00Z	
Gigi Hadid's Star-Studded NYC Night Out Included Bradley Cooper Cameo	"As it turns out, Taylor Swift and Gigi Hadid's recent girls night out wasn't strictly for the ladies.
Aside from Selena Gomez, Sophie Turner, Cara Delevigne and Brittany Mahomes, Gigi's rumored flam… [+753 chars]"	2023-11-06T21:00:00Z	
Taylor Swift’s 1989 (Taylor’s Version) outsells original	"Taylor Swift just beat her own personal best with her 13th No. 1 album. 
As every Swiftie knows, the singer-songwriter released 1989 (Taylors Version) on October 27, with the record debuting at No. … [+1043 chars]"	2023-11-06T21:17:11Z	
‘Five Nights at Freddy’s’ Drops 76 Percent as Indies Like “Priscilla” and “Radical” Show Promise	"On a weekend when “Five Weeks at Freddy’s” (Universal) dropped 76 percent and overall grosses were $65 million on a traditionally prime release date, it could have been worse. With limited studio alt… [+7287 chars]"	2023-11-05T19:08:58Z	
Taylor Swift Ties The Record For The Most Album Of The Year Grammy Noms Among Women	"Taylor Swifts latest full-length album of original material, Midnights, is a contender for the Album of the Year Grammy. This comes as a surprise to absolutely no one, as the set was named as a likel… [+334 chars]"	2023-11-10T16:52:16Z	
"AMC's Earnings Will Feature Barbie and Oppenheimer. Maybe Taylor Swift, and Beyoncé, Too"	"AMC Entertainment's results, set to be released after tonight's closing bell, will be all about this summer's blockbuster movie phenomenon known as Barbenheimer. AMC stock is down 71% so far this yea… [+105 chars]"	2023-11-08T07:40:11Z	
Kelly Clarkson Says Taylor Swift Sends Her Flowers After Every Re-Recording Release	Kelly Clarkson knows all too well how sweet Taylor Swift is.The superstar revealed to E! News that the Anti-Hero superstar sends her gifts after album releases. You know whats so funny? She just sent… [+296 chars]	2023-11-09T22:26:21Z	
"Taylor Swift, SZA And Jon Batiste: These Are The Album Of The Year Grammy Nominees"	"What makes a release the album of the year is completely up to interpretation by Grammy voters, and thats what has made it so difficult to predict in the past few years. The trophy has gone to some s… [+300 chars]"	2023-11-10T16:52:16Z	
Why is Taylor Swift so popular?	What lengths would you go to for your favourite musician? Hours spent refreshing a web page? Queuing in the rain for a meet-and-greet? If you could see yourself camping for five months outside a venu… [+9871 chars]	2023-11-10T12:51:00Z	
Travis Kelce ranked sexiest male athlete & the gays immediately wonder if voting was rigged	"They call it the T-Swift effect. 
PEOPLE recently ranked the sexiest men in sports, placing Kansas City Chiefs tight end Travis Kelce at the top of the list. 
The two-time Super Bowl champ was alre… [+2841 chars]"	2023-11-09T20:00:00Z	
Report: Taylor Swift hosted watch party for Chiefs significant others Sunday	"Taylor Swift did not accompany rumored boyfriend Travis Kelce and the Chiefs on their trip to Germany to watch Kansas City take on the Dolphins on Sunday, but she still reportedly found a way to help… [+1830 chars]"	2023-11-07T19:49:23Z	
